customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment,historical_ltv,churn_probability,expected_remaining_months,predictive_ltv,total_ltv,ltv_segment
6614-FHDBO,Male,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),109.2,7878.3,0,1.5166666666666666,72.1456043956044,7862.400000000001,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1,7878.3,0.11988143866378188,8.341574902221424,876.4397378185707,8754.73973781857,High Value
7576-ASEJU,Female,0,1,1,41,1,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,1,Credit card (automatic),74.7,3187.65,0,1.8219512195121952,42.67269076305221,3062.7000000000003,1,0,0,1,1,1,4,1,1,1,1,Established (2-4yr),2,0,1,3187.65,0.26783158526704914,3.73368958333619,273.4919413486697,3461.1419413486697,High Value
9058-HRZSV,Female,1,1,0,65,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,94.4,6126.15,0,1.4523076923076923,64.89565677966101,6136.0,1,1,1,0,0,1,4,1,1,1,1,Loyal (4-6yr),3,1,0,6126.15,0.314431770140389,3.1803402040242794,295.06907809899496,6421.219078098995,High Value
4522-AKYLR,Female,1,0,0,13,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,54.8,731.3,0,4.215384615384616,13.344890510948906,712.4,0,1,1,0,0,0,2,0,1,1,1,Developing (1-2yr),3,1,0,731.3,0.47176885841085514,2.119682090438275,114.6657671884226,845.9657671884225,Medium Value
0221-WMXNQ,Male,1,0,0,4,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,75.35,273.4,0,18.8375,3.628400796284008,301.4,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0,273.4,0.6369214544902913,1.570052308569617,117.04902766481128,390.44902766481124,Low Value
0303-UNCIP,Male,0,0,0,41,1,Yes,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,65.0,2531.8,0,1.5853658536585369,38.95076923076923,2665.0,0,0,1,0,0,1,2,0,1,1,1,Established (2-4yr),2,0,0,2531.8,0.18712243638714215,5.3440945901916095,338.36807892374856,2870.168078923749,Medium Value
9947-OTFQU,Male,1,0,0,15,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.4,1074.3,1,4.96,14.439516129032256,1116.0,0,1,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,1,0,1074.3,0.8203636273990095,1.2189716445261398,89.8604149214636,1164.1604149214636,Medium Value
0322-YINQP,Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.55,48.55,1,48.55,1.0,48.55,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,0,48.55,0.7740984019852318,1.2918254286992803,62.1246399867823,110.6746399867823,Low Value
0959-WHOKV,Male,0,0,0,42,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Electronic check,99.0,4298.45,0,2.357142857142857,43.41868686868687,4158.0,1,1,1,0,0,1,4,1,1,1,1,Established (2-4yr),2,1,0,4298.45,0.48598797129601806,2.0576640967743094,201.14238903210315,4499.592389032103,High Value
4075-JFPGR,Female,0,1,0,51,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,1,Electronic check,93.5,4619.55,0,1.8333333333333333,49.40695187165775,4768.5,1,1,1,0,1,0,4,1,1,1,1,Loyal (4-6yr),2,1,0,4619.55,0.3625594549164168,2.7581683126441607,253.90319001047519,4873.453190010476,High Value
4629-NRXKX,Female,0,1,1,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.4,147.15,1,35.2,2.090198863636364,140.8,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,147.15,0.8060274691509067,1.240652506611753,86.53378364490008,233.68378364490007,Low Value
9514-JDSKI,Male,1,1,0,1,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,40.2,40.2,1,40.2,1.0,40.2,0,1,0,0,1,0,2,0,0,1,0,New (0-12m),3,1,0,40.2,0.8542588307758179,1.1706053996443015,46.63644867262539,86.8364486726254,Low Value
3282-ZISZV,Male,0,0,1,32,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),83.7,2633.3,0,2.615625,31.461170848267624,2678.4,0,1,1,1,1,1,5,1,1,1,1,Established (2-4yr),2,0,1,2633.3,0.24597509521950062,4.065452232501956,333.21566674701154,2966.515666747012,Medium Value
3675-YDUPJ,Male,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.85,193.05,0,1.985,9.72544080604534,198.5,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,193.05,0.37749936059411043,2.649011109386238,51.79359362203294,244.84359362203296,Low Value
4111-BNXIF,Female,0,1,1,67,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,59.55,4103.9,0,0.8888059701492537,68.91519731318219,3989.85,0,1,1,1,1,1,5,1,0,1,0,Loyal (4-6yr),1,1,0,4103.9,0.19829834654450323,5.042906395467974,292.88924634266016,4396.78924634266,High Value
7017-VFHAY,Female,0,1,1,61,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.1,7008.15,0,1.8868852459016392,60.88748913987837,7021.099999999999,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1,7008.15,0.23867438814774616,4.189808582984496,471.99541399051367,7480.145413990514,High Value
6655-LHBYW,Male,0,0,0,50,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),114.35,5791.1,0,2.287,50.64363795365108,5717.5,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),2,0,1,5791.1,0.35682839251864756,2.802467575356243,315.4518103406439,6106.551810340644,High Value
4959-JOSRX,Female,0,1,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.6,80.55,1,22.3,1.8060538116591929,89.2,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,1,80.55,0.7802150763339868,1.281697868104166,56.62517540862051,137.1751754086205,Low Value
5046-NUHWD,Female,1,1,0,29,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,45.0,1228.65,0,1.5517241379310345,27.30333333333333,1305.0,1,0,1,0,0,1,3,1,0,1,0,Established (2-4yr),3,1,0,1228.65,0.4420100774347172,2.262391857225688,100.43993951269617,1329.0899395126962,Medium Value
7273-TEFQD,Male,1,0,0,3,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,41.15,132.2,1,13.716666666666669,3.212636695018226,123.45,0,0,1,0,0,1,2,0,0,1,0,New (0-12m),3,1,0,132.2,0.8506351310729897,1.175592170451039,47.94092930809091,180.1409293080909,Low Value
3606-TWKGI,Male,1,0,0,13,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.9,1364.3,1,8.223076923076924,12.762394761459309,1389.7,0,1,1,0,1,1,4,1,1,1,1,Developing (1-2yr),3,1,0,1364.3,0.8192569266687196,1.2206183035476084,129.28748926880607,1493.587489268806,Medium Value
7529-ZDFXI,Male,1,1,0,57,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.85,4925.35,0,1.576315789473684,54.81747356705621,5121.45,0,1,0,0,0,1,2,0,1,1,1,Loyal (4-6yr),3,1,0,4925.35,0.5424489393561871,1.8434914836166214,163.695996416268,5089.045996416268,High Value
7605-BDWDC,Female,0,0,0,31,0,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),49.85,1520.1,0,1.6080645161290323,30.493480441323968,1545.35,1,1,0,1,0,1,4,1,0,1,0,Established (2-4yr),1,0,1,1520.1,0.07124685730935733,14.035706805395657,657.7311496754772,2177.8311496754773,Medium Value
1950-KSVVJ,Female,0,1,0,45,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Mailed check,113.3,5032.25,0,2.517777777777778,44.4152691968226,5098.5,1,1,1,1,1,1,6,1,1,1,1,Established (2-4yr),2,0,0,5032.25,0.3548341253161962,2.818218228331027,314.2914125210581,5346.541412521058,High Value
0123-CRBRT,Female,0,1,1,61,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,88.1,5526.75,0,1.444262295081967,62.73269012485812,5374.099999999999,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,0,5526.75,0.04094999225920279,24.420029036153668,1939.3459882666255,7466.095988266626,High Value
6292-TOSSS,Male,0,0,0,50,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.9,1195.25,0,0.498,48.00200803212852,1245.0,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1195.25,0.12581279160135747,7.948317395011291,190.7333373053682,1385.9833373053682,Medium Value
3197-ARFOY,Female,1,0,0,19,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,105.0,2007.25,0,5.526315789473684,19.116666666666667,1995.0,1,1,0,1,1,1,5,1,1,1,1,Developing (1-2yr),3,0,0,2007.25,0.6359293806511159,1.5725016494380541,163.36026766669406,2170.610267666694,Medium Value
6323-AYBRX,Male,0,0,0,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,1099.6,1,0.3279661016949153,56.82687338501291,1141.65,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0,1099.6,0.15309191799515223,6.532023460779071,122.52013239964688,1222.1201323996468,Medium Value
7014-ZZXAW,Female,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.25,1732.95,0,0.3415492957746479,71.46185567010309,1721.75,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1732.95,0.07357290568908216,13.591960119476358,310.40390654957577,2043.3539065495759,Medium Value
4385-GZQXV,Female,1,0,0,16,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,94.45,1511.2,1,5.903125,16.0,1511.2,0,0,0,1,1,1,3,1,1,1,1,Developing (1-2yr),3,1,0,1511.2,0.7892720402971826,1.26699027577801,118.54704718915687,1629.747047189157,Medium Value
7633-MVPUY,Male,0,1,0,57,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Electronic check,59.75,3450.15,0,1.0482456140350878,57.743096234309625,3405.75,1,1,0,1,0,0,3,1,1,1,1,Loyal (4-6yr),1,1,0,3450.15,0.09045291022557626,11.055476241794178,628.5527223835152,4078.7027223835153,High Value
6366-ZGQGL,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),24.8,24.8,1,24.8,1.0,24.8,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,0,1,24.8,0.706582060644234,1.41526378279154,34.74864453273172,59.548644532731714,Low Value
4716-HHKQH,Male,1,1,0,20,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,107.05,2172.05,0,5.3525,20.290051377860816,2141.0,0,1,0,1,1,1,4,1,1,1,1,Developing (1-2yr),3,1,0,2172.05,0.7138345564549868,1.400884828224281,148.47856422993107,2320.5285642299314,Medium Value
5940-AHUHD,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.6,70.6,1,70.6,1.0,70.6,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0,70.6,0.9007215825537362,1.1102209821205666,77.69832784814263,148.2983278481426,Low Value
6432-TWQLB,Male,0,1,0,5,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,85.4,401.1,1,17.080000000000002,4.69672131147541,427.0,0,1,0,1,0,0,2,0,1,1,1,New (0-12m),3,1,0,401.1,0.8988804792072219,1.1124949569290477,94.17797989126613,495.27797989126617,Low Value
4484-GLZOU,Female,0,1,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.05,5624.85,1,2.020192307692308,53.54450261780105,5462.599999999999,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),3,1,0,5624.85,0.6474801407596567,1.5444489136404231,160.5410413464931,5785.391041346494,High Value
3179-GBRWV,Male,1,1,0,21,1,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),64.95,1339.8,0,3.092857142857143,20.628175519630485,1363.95,1,1,0,0,0,1,3,1,1,1,1,Developing (1-2yr),3,0,1,1339.8,0.3670972343225468,2.7240739142190287,174.21880553030283,1514.0188055303029,Medium Value
8645-KWHJO,Male,0,0,0,14,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,55.0,771.95,0,3.928571428571429,14.035454545454549,770.0,0,0,1,1,1,1,4,1,0,1,0,Developing (1-2yr),3,1,0,771.95,0.6878154202802048,1.4538784251051193,79.15350087157512,851.1035008715752,Medium Value
4130-MZLCC,Female,0,0,0,5,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),50.55,244.75,0,10.11,4.841740850642928,252.75,0,1,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,1,244.75,0.4918788809713986,2.0330208079377723,101.48484583675553,346.23484583675554,Low Value
0314-TKOSI,Female,0,0,0,6,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,55.15,322.9,0,9.191666666666666,5.85494106980961,330.9,1,1,0,0,0,0,2,0,1,1,1,New (0-12m),3,0,0,322.9,0.36265638866133965,2.7574310870167316,149.7225755909982,472.62257559099817,Low Value
8229-MYEJZ,Female,0,0,0,10,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,51.2,498.25,0,5.12,9.7314453125,512.0,0,1,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0,498.25,0.5047335012134132,1.9812435623867504,100.19339413093167,598.4433941309317,Low Value
2080-SRCDE,Female,0,0,1,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.4,25.4,0,25.4,1.0,25.4,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,25.4,0.6688839484956255,1.495027653525072,37.58272679246569,62.98272679246569,Low Value
9577-WJVCQ,Female,0,0,0,68,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,54.45,3687.75,0,0.8007352941176471,67.72727272727272,3702.6,1,0,0,0,0,0,1,0,1,1,1,Loyal (4-6yr),3,0,0,3687.75,0.14188223867635635,7.0480985451679565,371.2165569038092,4058.9665569038093,High Value
9512-UIBFX,Male,0,1,1,18,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,95.15,1779.95,1,5.286111111111111,18.706778770362583,1712.7,0,0,1,0,1,1,3,1,1,1,1,Developing (1-2yr),3,0,0,1779.95,0.6069898449688088,1.6474740200165732,155.04529471602947,1934.9952947160295,Medium Value
6202-DYYFX,Female,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,No,No,One year,1,Credit card (automatic),76.0,1783.6,0,3.4545454545454546,23.468421052631577,1672.0,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),2,0,1,1783.6,0.22628074039960222,4.419289057628335,328.4151614979685,2112.0151614979686,Medium Value
3808-HFKDE,Female,0,0,0,20,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.35,927.15,0,2.2175,20.90529875986471,887.0,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,1,0,927.15,0.4166629463371614,2.400021429289288,104.95125252842907,1032.101252528429,Medium Value
5583-SXDAG,Male,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.0,70.0,1,70.0,1.0,70.0,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,70.0,0.9251146527041031,1.0809470989103973,75.0157912131022,145.0157912131022,Low Value
3488-PGMQJ,Male,1,0,0,8,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.5,606.55,1,9.3125,8.141610738255032,596.0,0,1,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0,606.55,0.7649603172792385,1.3072573536320622,96.46292543344966,703.0129254334496,Low Value
3580-REOAC,Male,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.85,435.4,1,4.485,9.707915273132665,448.5,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,1,435.4,0.5839763559128337,1.7123980960442573,75.94193904350853,511.3419390435085,Low Value
7534-BFESC,Male,1,0,0,24,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.1,1712.7,1,3.170833333333333,22.505913272010517,1826.4,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,1,0,1712.7,0.6766594689351922,1.477848232248378,111.3142417511038,1824.0142417511038,Medium Value
3727-OWVYD,Male,0,0,0,35,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Mailed check,61.2,2021.2,0,1.7485714285714289,33.02614379084967,2142.0,1,1,1,0,0,0,3,1,1,1,1,Established (2-4yr),2,0,0,2021.2,0.12669224476074314,7.893142961421898,465.64161740444814,2486.8416174044482,Medium Value
2294-SALNE,Male,0,1,1,23,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,0,Mailed check,86.8,1940.8,0,3.773913043478261,22.359447004608292,1996.4,0,1,1,1,0,0,3,1,1,1,1,Developing (1-2yr),2,0,0,1940.8,0.24097464157869816,4.149814243725796,352.60487469914455,2293.4048746991443,Medium Value
4847-TAJYI,Female,1,0,0,6,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.35,567.8,0,14.891666666666666,6.354784555120314,536.0999999999999,0,0,0,0,1,1,2,0,1,1,1,New (0-12m),3,1,0,567.8,0.8276464889712369,1.2082453237287314,106.97218275392156,674.7721827539215,Low Value
1563-IWQEX,Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,220.35,0,1.6416666666666666,11.185279187817258,236.4,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,220.35,0.3205967672057266,3.1191830432847163,60.40806748261,280.75806748261,Low Value
8203-XJZRC,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,20.25,0,20.25,1.0,20.25,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,20.25,0.6276112797236099,1.5933429374315649,31.91999684557828,52.16999684557828,Low Value
6556-DBKZF,Female,0,1,1,71,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,0,Electronic check,76.05,5436.45,0,1.0711267605633803,71.48520710059172,5399.55,0,0,1,0,0,0,1,0,1,1,1,Loyal (4-6yr),1,1,0,5436.45,0.21654684863132487,4.61793836447151,343.1221911174781,5779.572191117478,High Value
6851-WEFYX,Male,1,1,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.8,3437.5,0,2.88,34.10218253968254,3528.0,0,0,1,0,1,1,3,1,1,1,1,Established (2-4yr),3,1,0,3437.5,0.6861250669909289,1.4574602329945494,145.42201261212466,3582.9220126121245,High Value
2985-JUUBZ,Male,0,1,1,40,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,74.55,3015.75,0,1.86375,40.45271629778672,2982.0,0,0,1,0,1,1,3,1,1,1,1,Established (2-4yr),3,1,0,3015.75,0.4347062848679785,2.3004038239375872,169.1646227500876,3184.914622750088,High Value
6390-DSAZX,Female,0,0,1,1,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,73.6,73.6,1,73.6,1.0,73.6,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,0,73.6,0.8641728717876462,1.1571758760852777,84.40928920136828,158.0092892013683,Low Value
0895-LMRSF,Male,0,0,0,23,1,No,DSL,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),64.9,1509.8,0,2.821739130434783,23.26348228043143,1492.7,0,0,0,0,1,1,2,0,1,1,1,Developing (1-2yr),2,0,1,1509.8,0.22290128983059912,4.486290773642367,284.62255624430713,1794.422556244307,Medium Value
8098-LLAZX,Female,1,0,0,4,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.45,396.1,1,23.8625,4.149816657936093,381.8,0,0,0,0,1,1,2,0,1,1,1,New (0-12m),3,1,0,396.1,0.9204091969934318,1.0864732808695914,102.80997498376284,498.9099749837629,Low Value
8266-VBFQL,Male,0,0,0,4,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,90.4,356.65,0,22.6,3.945243362831858,361.6,0,0,1,1,0,1,3,1,1,1,1,New (0-12m),3,1,0,356.65,0.8410010174521149,1.1890592035543384,106.51912844856571,463.1691284485657,Low Value
8181-YHCMF,Female,0,1,1,68,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),60.3,4109.0,0,0.8867647058823529,68.14262023217248,4100.4,0,1,1,1,1,1,5,1,0,1,0,Loyal (4-6yr),1,0,1,4109.0,0.029752309459546305,33.61083620616687,1761.2924134822447,5870.292413482244,High Value
2240-HSJQD,Male,0,0,1,38,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,81.85,3141.7,0,2.1539473684210524,38.3836285888821,3110.3,0,1,0,0,0,0,1,0,1,1,1,Established (2-4yr),3,0,0,3141.7,0.507981961038057,1.9685738406074658,159.1565154598464,3300.8565154598464,High Value
1248-DYXUB,Male,0,1,1,52,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.8,1229.1,0,0.4769230769230769,49.56048387096774,1289.6,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0,1229.1,0.09499490985909144,10.526879824227713,248.95224110684018,1478.05224110684,Medium Value
0265-EDXBD,Male,1,1,0,32,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,2303.35,1,2.340625,30.75233644859813,2396.8,0,0,0,0,0,0,0,0,1,1,1,Established (2-4yr),3,1,0,2303.35,0.7064395798143915,1.4155492254025999,104.96755354487851,2408.3175535448786,Medium Value
4115-BNPJY,Male,0,1,1,29,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,75.55,2054.4,0,2.6051724137931034,27.192587690271345,2190.95,0,0,1,1,1,1,4,1,1,1,1,Established (2-4yr),1,0,0,2054.4,0.07316491703096559,13.667752805306538,972.1447144586058,3026.544714458606,Medium Value
3167-SNQPL,Male,1,1,1,38,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,3741.85,0,2.6618421052631582,36.99307958477508,3843.7,0,1,0,0,1,1,3,1,1,1,1,Established (2-4yr),3,1,0,3741.85,0.5712200621126575,1.750638792869949,175.06857072520123,3916.9185707252013,High Value
4091-TVOCN,Male,0,0,1,48,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),78.75,3682.45,0,1.640625,46.76126984126984,3780.0,1,0,1,0,1,1,4,1,1,1,1,Established (2-4yr),2,0,1,3682.45,0.1384963425266417,7.220407281207705,549.6197082340782,4232.069708234078,High Value
1098-TDVUQ,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.25,19.25,0,19.25,1.0,19.25,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1,19.25,0.6229267193293567,1.6053252637430622,30.570376093815057,49.82037609381506,Low Value
7277-OZCGZ,Female,0,0,0,22,1,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,89.05,1886.25,0,4.047727272727273,21.18192026951151,1959.1,1,0,0,1,0,1,3,1,1,1,1,Developing (1-2yr),3,1,0,1886.25,0.6078891879408959,1.6450366610192588,144.89223469742177,2031.1422346974218,Medium Value
1557-EMYVT,Female,0,0,0,43,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.05,4895.1,0,2.675581395348837,42.547588005215125,4947.15,1,1,1,1,1,1,6,1,1,1,1,Established (2-4yr),1,0,1,4895.1,0.2542624599642103,3.9329439357298708,443.33593787586847,5338.435937875869,High Value
2799-ARNLO,Female,1,1,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.35,341.6,0,13.87,4.925739005046864,346.75,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,341.6,0.690135848920124,1.4489900815393513,99.4718090073913,441.0718090073913,Low Value
7563-BIUPC,Male,0,0,0,5,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.6,415.55,1,16.119999999999997,5.155707196029777,403.0,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0,415.55,0.8210476225399266,1.2179561483979222,97.26809305554893,512.818093055549,Low Value
5027-YOCXN,Male,0,1,1,51,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,0,Credit card (automatic),110.05,5686.4,0,2.157843137254902,51.67105860972285,5612.55,1,1,0,1,1,1,5,1,1,1,1,Loyal (4-6yr),2,0,1,5686.4,0.3471623497101708,2.8804966922100053,311.9418372665257,5998.3418372665255,High Value
3973-SKMLN,Male,0,0,0,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.9,1355.1,0,0.280281690140845,68.09547738693468,1412.9,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1355.1,0.0737193776811424,13.564954445563673,254.24505338610555,1609.3450533861055,Medium Value
2321-OMBXY,Female,0,1,1,38,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,0,Credit card (automatic),80.3,3058.65,1,2.113157894736842,38.09028642590287,3051.4,1,1,0,1,1,1,5,1,1,1,1,Established (2-4yr),2,0,1,3058.65,0.35396785250484425,2.8251153118101717,223.28900020981203,3281.939000209812,High Value
2840-XANRC,Male,1,1,0,24,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,93.15,2231.05,1,3.88125,23.95115405260333,2235.6000000000004,0,0,1,0,1,1,3,1,1,1,1,Developing (1-2yr),3,1,0,2231.05,0.7136889656672885,1.401170605272025,129.22543979928852,2360.2754397992885,Medium Value
